,SMILES,logS,Processed_SMILES
6842,NC(=O)OCC1CSC2(CCCCC2)O1,-2.82,NC(=O)OCC1CSC2(CCCCC2)O1
7549,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CC[NH+]1CC2C([O-])=O,-2.03,COC1=CC2=C(C(O)C3CC4CC[NH+]3CC4C(=O)[O-])C=CN=C2C=C1
1899,[O-]S(=O)(=O)C1=CC=C(C=C1)N=NC1=CC=C(NN=C2C(=O)C3=CC=C(NC(=O)NC4=CC=C5C(=C4)C=C(C(=NNC4=CC=C(C=C4S([O-])(=O)=O)N=NC4=CC=C(C=C4)S([O-])(=O)=O)C5=O)S([O-])(=O)=O)C=C3C=C2S([O-])(=O)=O)C(=C1)S([O-])(=O)=O,-0.5694985454,O=C(NC1=CC=C2C(=O)C(=NNC3=CC=C(N=NC4=CC=C(S(=O)(=O)[O-])C=C4)C=C3S(=O)(=O)[O-])C(S(=O)(=O)[O-])=CC2=C1)NC1=CC=C2C(=O)C(=NNC3=CC=C(N=NC4=CC=C(S(=O)(=O)[O-])C=C4)C=C3S(=O)(=O)[O-])C(S(=O)(=O)[O-])=CC2=C1
4966,CCC1=CC=CS1,-2.5846,CCC1=CC=CS1
5341,CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC,-3.0827,CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC
7215,CC1=CC2OC3CC(O)C(C)(C33CO3)C2(CO)CC1,-2.61,CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1
4349,ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C=C(Cl)C=C1Cl,-7.47,ClC1=CC=C(Cl)C(C2=C(Cl)C=C(Cl)C=C2Cl)=C1
3448,CCOP(=S)(OCC)SCS(=O)(=O)CC,-2.5309,CCOP(=S)(OCC)SCS(=O)(=O)CC
4559,[O-]C(=O)C(Br)=C(Cl)Br,-1.0071,O=C([O-])C(Br)=C(Cl)Br
1697,CC1CCCCC1OC(C)=O,-2.5502978569,CC(=O)OC1CCCCC1C
5818,CCCC(=O)OCOC(=O)C1=CN(CC)C2=C(C=CC(C)=N2)C1=O,-2.95,CCCC(=O)OCOC(=O)C1=CN(CC)C2=C(C=CC(C)=N2)C1=O
2792,CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,-2.1562,CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O
6640,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,-5.693,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
224,COC1=CC=C(C=C1O)C1CC(=O)C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C=C2O1,-5.0104856455,COC1=CC=C(C2CC(=O)C3=C(O)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O2)C=C1O
2910,CC([NH3+])C(O)C([O-])=O,-0.3535,CC([NH3+])C(O)C(=O)[O-]
5461,[NH3+]C(CC1=CC=C(C=C1)N(CCCl)CCCl)C([O-])=O,-3.49,[NH3+]C(CC1=CC=C(N(CCCl)CCCl)C=C1)C(=O)[O-]
491,ClC1=CC=CC=N1,-0.7541456686,ClC1=CC=CC=N1
6706,NNC1=CC=CC=C1,0.07,NNC1=CC=CC=C1
7132,CC(C([O-])=O)S(=O)(=O)C1=CC=CC=C1,-0.89,CC(C(=O)[O-])S(=O)(=O)C1=CC=CC=C1
5632,COC1=CC2=C(N)[NH+]=C(N=C2C(OC)=C1OC)N1CCN(CC1)C(=O)OCC(C)(C)O,-3.64,COC1=CC2=C(N)[NH+]=C(N3CCN(C(=O)OCC(C)(C)O)CC3)N=C2C(OC)=C1OC
5467,OCC1CCC(O1)N1C=NC2=C1NC=NC2=O,-0.94,O=C1N=CNC2=C1N=CN2C1CCC(CO)O1
161,CC(C)CCCC(C)CCO,-3.3932597866000003,CC(C)CCCC(C)CCO
4234,CN(CCCCC([O-])=O)S(=O)(=O)C1=CC=CC=C1,-1.5585,CN(CCCCC(=O)[O-])S(=O)(=O)C1=CC=CC=C1
2348,CN1C=CC(=O)C2=CC=CC=C12,-0.9818,CN1C=CC(=O)C2=CC=CC=C21
7323,NC(=[NH+]O)N1CC2=CC=CC3=C(Cl)C=CC(C1)=C23,-2.0,NC(=[NH+]O)N1CC2=CC=C(Cl)C3=CC=CC(=C23)C1
7810,CCCCC(CC)COC(=O)C(C)O,-2.6735257097,CCCCC(CC)COC(=O)C(C)O
4010,CN1C(=O)COC2=CC=CC=C12,-2.1445,CN1C(=O)COC2=CC=CC=C21
2902,CCC(C)C(C)O,-0.7216,CCC(C)C(C)O
1131,OC1=C2C(C=CC(N=C)=C2NNC2=CC=C(NC(=O)C(Br)=C)C=C2S([O-])(=O)=O)=CC(=C1)S([O-])(=O)=O,-1.9476532093,C=NC1=C(NNC2=CC=C(NC(=O)C(=C)Br)C=C2S(=O)(=O)[O-])C2=C(O)C=C(S(=O)(=O)[O-])C=C2C=C1
5252,O=C1N[N-]C(=O)C=C1,-1.2714,O=C1C=CC(=O)N[N-]1
290,COC(=O)C1=CC=C(C)C=C1,-2.5767203524,COC(=O)C1=CC=C(C)C=C1
4583,CCCCC1=C2C=CC=CC2=CC2=C1C1=C(C=CC=C1)C=C2,-7.5245,CCCCC1=C2C=CC=CC2=CC2=C1C1=C(C=CC=C1)C=C2
6371,CC(C(=O)OCC(=O)N(C)CC(N)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,-2.42,CC(C(=O)OCC(=O)N(C)CC(N)=O)C1=CC(C(=O)C2=CC=CC=C2)=CC=C1
5118,COP(=S)(OC)OC1=CC=C(C=C1)C#N,-3.7232,COP(=S)(OC)OC1=CC=C(C#N)C=C1
385,CCC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)CC,-4.892804854,CCC(C)(C)C1=CC=C(O)C(C(C)(C)CC)=C1
3896,CCCCOCCOC(N)=O,-0.5084,CCCCOCCOC(N)=O
2066,O=[Nb](=O)O[Nb](=O)=O,-6.9474451591,[O]=[Nb](=[O])[O][Nb](=[O])=[O]
2279,OC1=C(Cl)C=C(Cl)C(Cl)=C1CC1=C([O-])C(Cl)=CC(Cl)=C1Cl,-3.4634,[O-]C1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl
7893,CC(CCC([O-])=O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,-4.35,CC(CCC(=O)[O-])C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C
4836,CNC1=CC=CC=C1,-1.2803,CNC1=CC=CC=C1
6585,[O-]S(=O)(=O)CS([O-])(=O)=O,0.754,O=S(=O)([O-])CS(=O)(=O)[O-]
2399,[O-]C(=O)C1=NC2=CC=CC=C2C=C1,-1.0911,O=C([O-])C1=NC2=CC=CC=C2C=C1
6122,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,-3.5,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
1655,CC1CCOC(C1)C=C(C)C,-2.2244457918,CC(C)=CC1CC(C)CCO1
6374,CCONC(=O)C1=CN(C)C(=O)C(C)=C1NC1=C(F)C=C(Br)C=C1,-3.82,CCONC(=O)C1=CN(C)C(=O)C(C)=C1NC1=C(F)C=C(Br)C=C1
6752,OC1=CC=CC=C1C=O,-0.86,O=CC1=CC=CC=C1O
7033,COC1=CC=CC(C([O-])=O)=C1OC,-2.14,COC1=CC=CC(C(=O)[O-])=C1OC
5778,CC(=O)NC1=NC=C2N=CN(COCCOC(C)=O)C2=N1,-0.73,CC(=O)NC1=NC=C2N=CN(COCCOC(C)=O)C2=N1
7239,CC(CC[NH2+]CC[NH2+]CCC(C)CC(C)(C)C)CC(C)(C)C,-2.24,CC(CC[NH2+]CC[NH2+]CCC(C)CC(C)(C)C)CC(C)(C)C
4582,[O-]C(=O)CNS(=O)(=O)C1=CC2=CC=CC=C2C=C1,-2.8497,O=C([O-])CNS(=O)(=O)C1=CC2=CC=CC=C2C=C1
1192,COC1=CC(=C(OC)C=C1N=NC1C(C)=NN(C1=O)C1=CC=C(C=C1)S([O-])(=O)=O)S(=O)(=O)CCOS([O-])(=O)=O,-0.0898430335,COC1=CC(S(=O)(=O)CCOS(=O)(=O)[O-])=C(OC)C=C1N=NC1C(=O)N(C2=CC=C(S(=O)(=O)[O-])C=C2)N=C1C
6138,NC1=CC2=CC(=CC=C2C=C1)S([O-])(=O)=O,-3.05,NC1=CC2=CC(S(=O)(=O)[O-])=CC=C2C=C1
2760,CC1=CC2=CC3=CC=CC(O)=C3C(O)=C2C(O)=C1,-3.0585,CC1=CC2=CC3=CC=CC(O)=C3C(O)=C2C(O)=C1
5642,CCOC(=O)C1=CC=CC=C1S(=O)(=O)[N-]C(=O)NC1=NC(Cl)=CC(OC)=N1,-4.58,CCOC(=O)C1=CC=CC=C1S(=O)(=O)[N-]C(=O)NC1=NC(Cl)=CC(OC)=N1
4887,OC(C1=CC=CC=C1)C1=CC=CC=C1,-2.5494,OC(C1=CC=CC=C1)C1=CC=CC=C1
5790,COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCC(N)=O,-3.93,COC1=CC2=CC=C(C(C)C(=O)OCC(N)=O)C=C2C=C1
1873,CC(C)(C)OO,0.8846472262999999,CC(C)(C)OO
7793,OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=CC=C5)=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=CC=C2)=N1,-1.29966008,O=S(=O)([O-])C1=CC(NC2=NC(NC3=CC=CC=C3)=NC(N(CCO)CCO)=N2)=CC=C1C=CC1=CC=C(NC2=NC(N(CCO)CCO)=NC(NC3=CC=CC=C3)=N2)C=C1S(=O)(=O)[O-]
7140,OC1=CC=C(CC([NH2+]CC([O-])=O)C([O-])=O)C=C1,-2.59,O=C([O-])C[NH2+]C(CC1=CC=C(O)C=C1)C(=O)[O-]
7244,CCOC1=CC=C(C=C1)C(=O)OCC[NH2+]C(C)C1=CC=CC=C1,-1.49,CCOC1=CC=C(C(=O)OCC[NH2+]C(C)C2=CC=CC=C2)C=C1
2173,CN1C(=O)C2=CC=C3C4=C5C(=CC=C6C(=O)N(C)C(=O)C(C=C4)=C56)C4=C3C2=C(C=C4)C1=O,-7.7185099927,CN1C(=O)C2=CC=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C=C6)C4=C3C2=C(C=C4)C1=O
1897,CCCCCCC(CCCC)COS([O-])(=O)=O,0.142087324,CCCCCCC(CCCC)COS(=O)(=O)[O-]
7828,C[N+](C)(C)C,0.9601894459,C[N+](C)(C)C
932,CCCCCCCCC=CCCCCCCCCCCCC(=O)OCCCCCCCCC=CCCCCCCCC,-7.071179206900001,CCCCCCCCC=CCCCCCCCCCCCC(=O)OCCCCCCCCC=CCCCCCCCC
4542,CCCCCSS(=O)CCCCC,-3.1711,CCCCCSS(=O)CCCCC
5353,O=C1NC(=O)C2(CC2)C(=O)N1,-1.89,O=C1NC(=O)C2(CC2)C(=O)N1
1660,[O-]C(=O)C1=CC=CC(Cl)=C1Cl,-2.3316729189,O=C([O-])C1=CC=CC(Cl)=C1Cl
4488,N#CC(=NOCC1OCCO1)C1=CC=CC=C1,-4.0649,N#CC(=NOCC1OCCO1)C1=CC=CC=C1
417,CN(C1=CC=CC=C1)S(=O)(=O)C1=CC2=CC=C(N)C(N=NC3=CC=C(NC(=O)CCl)C=C3S([O-])(=O)=O)=C2C([O-])=C1,-4.3588570696,CN(C1=CC=CC=C1)S(=O)(=O)C1=CC2=CC=C(N)C(N=NC3=CC=C(NC(=O)CCl)C=C3S(=O)(=O)[O-])=C2C([O-])=C1
6264,ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2)C(Cl)=C1,-7.64,ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2)C(Cl)=C1
5240,ClC1=CC=C2OC3=CC(Cl)=CC=C3OC2=C1,-7.8292,ClC1=CC=C2OC3=CC(Cl)=CC=C3OC2=C1
4663,[O-]C(=O)C1=CC=CC=C1C1OC(=O)C2=CC=CC=C12,-3.1042,O=C([O-])C1=CC=CC=C1C1OC(=O)C2=CC=CC=C21
2262,OCC1OC(OP([O-])([O-])=O)C(O)C(O)C1O,0.5848,O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O
2209,CNC(=O)C(C#N)=C1N=C(C2=CC=CC=C12)C1=C(O)NC(=O)NC1=O,-7.5280099033,CNC(=O)C(C#N)=C1N=C(C2=C(O)NC(=O)NC2=O)C2=CC=CC=C21
1439,COC1=CC=C(OC)C(N)=C1,-1.8588690394,COC1=CC=C(OC)C(N)=C1
6630,CC(Cl)=CC([O-])=O,-0.605,CC(Cl)=CC(=O)[O-]
1981,O=C(NC1=CC=NC(=O)N1)C1=CC=CC=C1,-5.1596802151,O=C1N=CC=C(NC(=O)C2=CC=CC=C2)N1
2442,N#CC1=CC=NC=C1,-0.4154,N#CC1=CC=NC=C1
2206,CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC,-6.4416841407000005,CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC
2179,CCCCCCCCCC1=CC(NC2=CC(CCCCCCCCC)=CC=C2)=CC=C1,-7.9260469847,CCCCCCCCCC1=CC=CC(NC2=CC=CC(CCCCCCCCC)=C2)=C1
6275,ClC1=CC=C(OC2=C(Cl)C(Cl)=CC=C2Cl)C(Cl)=C1,-7.24,ClC1=CC=C(OC2=C(Cl)C(Cl)=CC=C2Cl)C(Cl)=C1
6471,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC1=CC=CC=C1)NC(=O)COC1=CC=CC=C1,-3.83,CC(C)(C)NC(=O)C1N(C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)COC2=CC=CC=C2)CSC1(C)C
7824,NC1=C2N=CN(C3OC(COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)C(O)C3O)C2=NC=N1,0.0168879621,NC1=C2N=CN(C3OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)C(O)C3O)C2=NC=N1
5727,CCCCCCOC(=O)N1C=C(F)C(=O)NC1=O,-2.24,CCCCCCOC(=O)N1C=C(F)C(=O)NC1=O
216,OC1=C(N=NC2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C2=CC=C(C=C2C=C1S([O-])(=O)=O)S([O-])(=O)=O,-1.0824140873,O=S(=O)([O-])C1=CC=C2C(=C1)C=C(S(=O)(=O)[O-])C(O)=C2N=NC1=CC=C(S(=O)(=O)[O-])C2=CC=CC=C12
5257,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)[NH+](C)C,-4.2597,CC(CN1C2=CC=CC=C2SC2=CC=CC=C21)[NH+](C)C
2688,C1C[NH+]2CCN1CC2,0.6033,C1C[NH+]2CCN1CC2
7829,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-7.0,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
7293,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC,-7.22,CCCCOC(=O)C1=C(C(=O)OCC(CC)CCCC)C=CC=C1
4914,BrC1CCCCC1,-2.2943,BrC1CCCCC1
1115,OCCCCOC=C,-0.18999534,C=COCCCCO
5260,NC1=C2C=CN(C3OC(CO)C(O)C3O)C2=NC=[NH+]1,-1.9515,NC1=C2C=CN(C3OC(CO)C(O)C3O)C2=NC=[NH+]1
2623,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,-4.7704,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
3008,CCOC(=O)N(C)N=O,-0.5528,CCOC(=O)N(C)N=O
7329,CC(C)C[NH2+]CC1=CC=C(C=C1)C(=O)C1=CSC(=C1)S(N)(=O)=O,-2.05,CC(C)C[NH2+]CC1=CC=C(C(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1
88,CC(C)(O)C(=O)C1=CC=C(CC2=CC=C(C=C2)C(=O)C(C)(C)O)C=C1,-4.536378597,CC(C)(O)C(=O)C1=CC=C(CC2=CC=C(C(=O)C(C)(C)O)C=C2)C=C1
3535,C(CC1=CC=CC=C1)[NH2+]CC1=CC=CC=C1,-2.7229,C1=CC=C(CC[NH2+]CC2=CC=CC=C2)C=C1
2041,O=C1C2=CC=CC=C2C(=O)C2=CC=CC=C12,-6.0397604981,O=C1C2=CC=CC=C2C(=O)C2=CC=CC=C12
2719,CCCC1=CC(F)=CC=C1O,-1.887,CCCC1=CC(F)=CC=C1O
6964,[O-][N+](=O)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,-4.96,O=[N+]([O-])C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1
3168,[O-]C1=C(Cl)C=CC(Cl)=C1Cl,-2.6422,[O-]C1=C(Cl)C=CC(Cl)=C1Cl
4169,COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1,-1.1992,COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1
373,O=C1NC(=NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,-5.4935852535,O=C1N=C(C2=CC=CC=C2)N=C(C2=CC=CC=C2)N1
5586,NC1=CC(Cl)=C(C=C1)S(=O)(=O)NC1=CC=CC=C1Cl,-5.11,NC1=CC(Cl)=C(S(=O)(=O)NC2=CC=CC=C2Cl)C=C1
2723,OC1=CC=C(O)C(CC([O-])=O)=C1,0.7037,O=C([O-])CC1=CC(O)=CC=C1O
2794,CC(C)=CCl,-1.9569,CC(C)=CCl
1014,COC(=O)C1=CC=CC=C1N,-1.7338470451,COC(=O)C1=CC=CC=C1N
592,CC(C)C1=CC=C(C=C1)C#N,-2.9887953027,CC(C)C1=CC=C(C#N)C=C1
1467,NC1=C2C(=O)C3=CC=CC=C3C(=O)C2=C(NC2=CC=C(C=C2)S(=O)(=O)CCOS([O-])(=O)=O)C=C1S([O-])(=O)=O,-0.5639623965,NC1=C2C(=O)C3=CC=CC=C3C(=O)C2=C(NC2=CC=C(S(=O)(=O)CCOS(=O)(=O)[O-])C=C2)C=C1S(=O)(=O)[O-]
4154,CC1=CC(O)=C(C=C1Cl)C([O-])=O,-3.1248,CC1=CC(O)=C(C(=O)[O-])C=C1Cl
4482,ClC1=CC(=CC(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-9.6997,ClC1=CC(C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)=CC(Cl)=C1Cl
5036,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1Cl,-7.7699,ClC1=CC=C(C2=CC(Cl)=C(Cl)C=C2Cl)C=C1
4587,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,-3.3189,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1
1750,CCCCCCCCCCC=O,-3.1520232011,CCCCCCCCCCC=O
2093,CC(C)C(C)(C)C(C)(C)C(C)(C)S,-7.7118329776,CC(C)C(C)(C)C(C)(C)C(C)(C)S
7477,OCC1OC(C(O)C1O)N1C2=CC=CC=C2N=C1C1=CC=CO1,-2.92,OCC1OC(N2C3=CC=CC=C3N=C2C2=CC=CO2)C(O)C1O
7860,ClCC=CCCl,-2.1675,ClCC=CCCl
7125,OC1=CC=C(CC(N(CCC#N)CCC#N)C([O-])=O)C=C1,-1.68,N#CCCN(CCC#N)C(CC1=CC=C(O)C=C1)C(=O)[O-]
42,C(COC1=CC=CC=C1)OC1=CC=CC=C1,-3.9885265275,C1=CC=C(OCCOC2=CC=CC=C2)C=C1
6176,CCCNC(=O)C1=CC(N2CC2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-3.89,CCCNC(=O)C1=CC(N2CC2)=C([N+](=O)[O-])C=C1[N+](=O)[O-]
5520,CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,-4.43,CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2
2384,COC(=CC([O-])=O)C(=O)C(C)=C,-0.9299,C=C(C)C(=O)C(=CC(=O)[O-])OC
2451,C=CC[NH+](CC=C)CC=C,-1.7395,C=CC[NH+](CC=C)CC=C
3132,C1CC2=CC=CC=C2C2=CC=CC=C12,-4.6347,C1=CC=C2C(=C1)CCC1=CC=CC=C12
6638,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,-1.997,CNC(=O)N(C)C1=NN=C(C(C)(C)C)S1
4857,[O-]C(=O)CC1=CNC2=CC=CC=C12,-2.0674,O=C([O-])CC1=CNC2=CC=CC=C12
4670,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C,-5.6281,CCC1=CC=C(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)C=C1
3542,CC1=C(C)C2=C(C=CC3=C2C=CC=C3)C2=C1C=CC=C2,-7.0109,CC1=C(C)C2=C(C=CC3=C2C=CC=C3)C2=C1C=CC=C2
7055,OCC(NC(=O)C1=CC=CC=C1)C([O-])=O,-0.91,O=C(NC(CO)C(=O)[O-])C1=CC=CC=C1
2117,COC1=CC=CC=C1NC(=O)C(=N[N-]C1=CC=C(Cl)C=C1[N+]([O-])=O)C(C)=O,-7.3063783536,COC1=CC=CC=C1NC(=O)C(=N[N-]C1=CC=C(Cl)C=C1[N+](=O)[O-])C(C)=O
2083,CC1=NN(C(=O)C1=N[N-]C1=CC=C(C=C1Cl)C1=CC=C([N-]N=C2C(C)=NN(C2=O)C2=CC=CC=C2)C(Cl)=C1)C1=CC=CC=C1,-8.1416267302,CC1=NN(C2=CC=CC=C2)C(=O)C1=N[N-]C1=CC=C(C2=CC=C([N-]N=C3C(=O)N(C4=CC=CC=C4)N=C3C)C(Cl)=C2)C=C1Cl
4105,OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F,-5.3633,O=C(OCCOCCO)C1=CC=CC=C1NC1=CC=CC(C(F)(F)F)=C1
3961,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,-5.2172,CCOP(=S)(OCC)OC1=NOC(C2=CC=CC=C2)=C1
4732,CCOC(=O)C1=NN(C2=CC=C(Cl)C=C2Cl)C(C)(C1)C(=O)OCC,-4.271,CCOC(=O)C1=NN(C2=CC=C(Cl)C=C2Cl)C(C)(C(=O)OCC)C1
1355,CC1=NN(C(O)C1N=NC1=C(C2=CC=CC(=C2C=C1)S([O-])(=O)=O)S([O-])(=O)=O)C1=CC=C(C=C1)S(=O)(=O)CCOS([O-])(=O)=O,-0.3928398265,CC1=NN(C2=CC=C(S(=O)(=O)CCOS(=O)(=O)[O-])C=C2)C(O)C1N=NC1=C(S(=O)(=O)[O-])C2=CC=CC(S(=O)(=O)[O-])=C2C=C1
1576,CCCC[N+](C)(CCCC)CCCC,0.4850619562,CCCC[N+](C)(CCCC)CCCC
249,[NH3+]NCC1=CC=CC=C1,-1.6467890106,[NH3+]NCC1=CC=CC=C1
4564,CN1C=C2N=CC=NC2=NC1=O,-0.9089,CN1C=C2N=CC=NC2=NC1=O
2091,[O-][N+](=O)C1=CC(Cl)=C(N=NC2=CC=C(C=C2)N(CCC#N)CCC#N)C(Cl)=C1,-7.115252612100001,N#CCCN(CCC#N)C1=CC=C(N=NC2=C(Cl)C=C([N+](=O)[O-])C=C2Cl)C=C1
1639,ClCC(Cl)C=C,-2.0555103791,C=CC(Cl)CCl
5393,COC1=CC(=CC=C1)C([O-])=O,-1.93,COC1=CC(C(=O)[O-])=CC=C1
4637,CC(C)C1(C)N=C(NC1=O)C1=NC=C(C)C=C1C([O-])=O,-2.0911,CC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(C(=O)[O-])=C1
5400,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.6,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
6853,CCOC(=O)C1=CNC(=S)N=C1,-1.74,CCOC(=O)C1=CNC(=S)N=C1
5271,CCCCNC(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1,-2.1782,CCCCNC(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1
6713,CC(=O)NC1=CC=CC=C1,-1.33,CC(=O)NC1=CC=CC=C1
4183,CC1=CC(C)=C(OCC([O-])=O)C(Br)=C1,-3.1234,CC1=CC(C)=C(OCC(=O)[O-])C(Br)=C1
4022,[O-]C(=O)C(F)(F)C(F)F,-0.8829,O=C([O-])C(F)(F)C(F)F
6366,CCC1=NN=C([N-]S(=O)(=O)C2=CC=C(NC(C)=O)C=C2)S1,-3.4,CCC1=NN=C([N-]S(=O)(=O)C2=CC=C(NC(C)=O)C=C2)S1
935,CC(C)(C1=CC=CC=C1)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C(=C1)C(C)(C)C1=CC=CC=C1,-7.0488126213,CC(C)(C1=CC=CC=C1)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C(C(C)(C)C2=CC=CC=C2)=C1
4239,[O-]C(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,-3.4791,O=C([O-])C1=CC(OC2=CC=C(C(F)(F)F)C=C2Cl)=CC=C1[N+](=O)[O-]
3349,CCCCCCCCCC[NH3+],-2.4564,CCCCCCCCCC[NH3+]
5896,[O-]C(=O)C(=O)C1=CC=CC=C1,-0.37,O=C([O-])C(=O)C1=CC=CC=C1
4137,[O-]C(=O)C1=CC(Br)=CC(C([O-])=O)=C1C([O-])=O,-1.4481,O=C([O-])C1=CC(Br)=CC(C(=O)[O-])=C1C(=O)[O-]
7196,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCC[NH3+])C=C1,-2.35,NC1=CC=C(S(=O)(=O)C2=CC=C(NCC[NH3+])C=C2)C=C1
1847,CN(C)C(=[NH2+])N(C)C,0.9386229258,CN(C)C(=[NH2+])N(C)C
4594,CN=C1OC(C(=O)C1C1=CC=CC(=C1)C(F)(F)F)C1=CC=CC=C1,-3.9788,CN=C1OC(C2=CC=CC=C2)C(=O)C1C1=CC=CC(C(F)(F)F)=C1
2963,CCC(Cl)(Cl)[N+]([O-])=O,-1.4996,CCC(Cl)(Cl)[N+](=O)[O-]
7273,CC(C)CCOC(=O)C1C[NH+]2CCC1CC2C(O)C1=CC=NC2=CC=CC=C12,-1.41,CC(C)CCOC(=O)C1C[NH+]2CCC1CC2C(O)C1=CC=NC2=CC=CC=C21
4783,CC1=C2CCC3=C2C(C=C1)=CC1=C3C=CC2=C1C=CC=C2,-7.9663,CC1=C2CCC3=C2C(=CC2=C3C=CC3=C2C=CC=C3)C=C1
1747,CCC(=O)N(C1CC[NH+](CC2=CC=CC=C2)CC1)C1=CC=CC=C1,-3.4150433898,CCC(=O)N(C1=CC=CC=C1)C1CC[NH+](CC2=CC=CC=C2)CC1
5674,CCC1=CC=C(C=C1)C([O-])=O,-2.52,CCC1=CC=C(C(=O)[O-])C=C1
2553,CCCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-6.4131,CCCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
5829,CCN(CC)C(=O)COC(=O)C1=CN(CC)C2=C(C=CC(C)=N2)C1=O,-1.43,CCN1C=C(C(=O)OCC(=O)N(CC)CC)C(=O)C2=C1N=C(C)C=C2
4960,C1CC2=CC=CC=C2C1,-3.0351,C1=CC=C2CCCC2=C1
